"","CIKCode","Year","DirectorID","CompanyID","DateStartRole","DirectorName","CompanyName","RoleName","DateEndRole","Seniority","LGBTQ","Ticker","ISIN","Description","AnnouncementDate","cusip.x","has_lgbt","O_AnnouncementDate","AnnouncementDate_p5","AnnouncementDate_p3","AnnouncementDate_p1","AnnouncementDate_m5","AnnouncementDate_m3","AnnouncementDate_m1","DAYDIFF","day","car5","car3","car1","car01","car0","executive","CEO","CFO","Chairman","Independent","duality","Title","SuffixTitle","DOB","DOD","Age","Gender","Nationality","Recreations","DirectorVisible","NetworkSize","Female","BIRTHYEAR","UNIQUE","gvkey","datadate","indfmt","consol","popsrc","datafmt","tic","cusip.y","conm","curcd","fyr","at","ceq","csho","dltt","ni","exchg","costat","prcc_c","sic","btm","roa","atw","roaw","btmw","Lev","Levw","car0w","car01w","car1w","car3w","car5w"
"11",5272,"2004",36311,1856,2004-02-02,"The Hon. William Cohen","AMERICAN INTERNATIONAL GROUP INC (AIG)","Independent Director","2006-05-17","Supervisory Director",0,"AIG","US0268747849","It has been announced that The Hon. William Cohen will join this Board",2004-02-02,"026874784",0,2004-02-02,2004-02-09,2004-02-05,2004-02-03,2004-01-26,2004-01-28,2004-01-30,0,"lundi",0.0449845315508717,0.0574613321020986,0.019325973297761,0.0136695166493131,0.0164019448539594,0,0,0,0,1,0,"The Hon.","LLB","28 Aug 1940","n.a.",64,"M","American","","Yes",3625,0,1940,"36311_5272",1487,"2004-12-31","FS","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,798660,80607,NA,70843,NA,11,"A",65.67,6331,0.334517503705211,0.0184733569076942,798660,0.0184733569076942,0.334517503705211,0.0887023263967145,0.0887023263967145,0.0164019448539594,0.0136695166493131,0.019325973297761,0.0574613321020986,0.0449845315508717
"12",5272,"2005",34103,1856,2005-03-07,"Stephen Hammerman","AMERICAN INTERNATIONAL GROUP INC (AIG)","Independent Director","2008-05-14","Supervisory Director",0,"AIG","US0268747849","It has been announced that Stephen Hammerman will join this Board",2005-03-07,"026874784",0,2005-03-07,2005-03-14,2005-03-10,2005-03-08,2005-02-28,2005-03-02,2005-03-04,0,"lundi",-0.0575919157223633,-0.000798869969889823,0.0201564106140758,0.0280555632934001,0.0085727576498015,0,0,0,0,1,0,"Mr","LLB","18 Apr 1938","n.a.",67,"M","American","","Yes",3488,0,1938,"34103_5272",1487,"2005-12-31","INDL","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,853370,86317,2596.646,67787,10477,11,"A",68.23,6331,0.487201055004311,0.0122772068387686,847585,0.0122772068387686,0.487201055004311,0.0794344774247982,0.0794344774247982,0.0085727576498015,0.0280555632934001,0.0201564106140758,-0.000798869969889823,-0.0575919157223633
"13",5272,"2005",183805,1856,2005-10-20,"Mike Sutton","AMERICAN INTERNATIONAL GROUP INC (AIG)","Independent Director","2009-05-07","Supervisory Director",0,"AIG","US0268747849","It has been announced that Mike Sutton will join this Board",2005-10-20,"026874784",0,2005-10-20,2005-10-27,2005-10-25,2005-10-21,2005-10-13,2005-10-17,2005-10-19,0,"jeudi",0.0301370485769163,0.0146788222821847,0.0017696677958814,0.00756361649451028,0.00685940503811761,0,0,0,0,1,0,"Mr","MS","1940","n.a.",65,"M","American","","Yes",1505,0,1940,"183805_5272",1487,"2005-12-31","INDL","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,853370,86317,2596.646,67787,10477,11,"A",68.23,6331,0.487201055004311,0.0122772068387686,847585,0.0122772068387686,0.487201055004311,0.0794344774247982,0.0794344774247982,0.00685940503811761,0.00756361649451028,0.0017696677958814,0.0146788222821847,0.0301370485769163
"14",5272,"2005",350047,1856,2005-04-21,"Moffit Offit","AMERICAN INTERNATIONAL GROUP INC (AIG)","Independent Director","2012-05-16","Supervisory Director",0,"AIG","US0268747849","It has been announced that Moffit Offit will join this Board",2005-04-21,"026874784",0,2005-04-21,2005-04-28,2005-04-26,2005-04-22,2005-04-14,2005-04-18,2005-04-20,0,"jeudi",0.0474710774911387,0.00665542850430959,-0.0162852321016812,-0.023002584246806,-0.00330958519349181,0,0,0,0,1,0,"Mr","","1935","n.a.",70,"M","American","","Yes",2511,0,1935,"350047_5272",1487,"2005-12-31","INDL","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,853370,86317,2596.646,67787,10477,11,"A",68.23,6331,0.487201055004311,0.0122772068387686,847585,0.0122772068387686,0.487201055004311,0.0794344774247982,0.0794344774247982,-0.00330958519349181,-0.023002584246806,-0.0162852321016812,0.00665542850430959,0.0474710774911387
"15",5272,"2005",36621,1856,2005-04-21,"George Miles Jr","AMERICAN INTERNATIONAL GROUP INC (AIG)","Independent Director","2017-06-28","Supervisory Director",0,"AIG","US0268747849","It has been announced that George Miles Jr will join this Board",2005-04-21,"026874784",0,2005-04-21,2005-04-28,2005-04-26,2005-04-22,2005-04-14,2005-04-18,2005-04-20,0,"jeudi",0.0474710774911387,0.00665542850430959,-0.0162852321016812,-0.023002584246806,-0.00330958519349181,0,0,0,0,1,0,"Mr","MBA CPA","13-nov-41","n.a.",63,"M","American","","Yes",1925,0,1942,"36621_5272",1487,"2005-12-31","INDL","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,853370,86317,2596.646,67787,10477,11,"A",68.23,6331,0.487201055004311,0.0122772068387686,847585,0.0122772068387686,0.487201055004311,0.0794344774247982,0.0794344774247982,-0.00330958519349181,-0.023002584246806,-0.0162852321016812,0.00665542850430959,0.0474710774911387
"16",5272,"2006",484812,1856,2006-09-20,"Ginni Rometty","AMERICAN INTERNATIONAL GROUP INC (AIG)","Independent Director","2009-05-07","Supervisory Director",0,"AIG","US0268747849","It has been announced that Ginni Rometty will join this Board",2006-09-20,"026874784",0,2006-09-20,2006-09-27,2006-09-25,2006-09-21,2006-09-13,2006-09-15,2006-09-19,0,"mercredi",0.0103942368480262,0.00751564117810119,0.00128990143231227,-0.00177367901792616,-0.00414406236648502,0,0,0,0,1,0,"Mrs","","29 Jul 1957","n.a.",49,"F","American","","Yes",11204,1,1957,"484812_5272",1487,"2006-12-31","FS","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,979414,101677,NA,113244,NA,11,"A",71.66,6331,0.334517503705211,0.0184733569076942,847585,0.0184733569076942,0.334517503705211,0.115624240617349,0.115624240617349,-0.00414406236648502,-0.00177367901792616,0.00128990143231227,0.00751564117810119,0.0103942368480262
"17",5272,"2006",325534,1856,2006-05-17,"Jim Orr III","AMERICAN INTERNATIONAL GROUP INC (AIG)","Independent Director","2009-06-30","Supervisory Director",0,"AIG","US0268747849","It has been announced that Jim Orr III will join this Board",2006-04-05,"026874784",0,2006-04-05,2006-04-12,2006-04-10,2006-04-06,2006-03-29,2006-03-31,2006-04-04,42,"mercredi",-0.0433865831733935,-0.030231967760013,-0.012650477765176,-0.012747026065197,-0.00612069989304055,0,0,0,0,1,0,"Mr","MBA","05-mars-43","n.a.",63,"M","American","","Yes",1459,0,1943,"325534_5272",1487,"2006-12-31","FS","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,979414,101677,NA,113244,NA,11,"A",71.66,6331,0.334517503705211,0.0184733569076942,847585,0.0184733569076942,0.334517503705211,0.115624240617349,0.115624240617349,-0.00612069989304055,-0.012747026065197,-0.012650477765176,-0.030231967760013,-0.0433865831733935
"18",5272,"2006",29808,1856,2006-01-18,"Fred Langhammer","AMERICAN INTERNATIONAL GROUP INC (AIG)","Independent Director","2008-10-28","Supervisory Director",0,"AIG","US0268747849","It has been announced that Fred Langhammer will join this Board",2006-01-18,"026874784",0,2006-01-18,2006-01-25,2006-01-23,2006-01-19,2006-01-11,2006-01-13,2006-01-17,0,"mercredi",-0.0602568158900722,-0.0436138027990543,-0.0297232254837481,-0.0175898753257896,-0.00369421489415782,0,0,0,0,1,0,"Mr","","13 Jun 1944","n.a.",62,"M","German","","Yes",1795,0,1944,"29808_5272",1487,"2006-12-31","FS","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,979414,101677,NA,113244,NA,11,"A",71.66,6331,0.334517503705211,0.0184733569076942,847585,0.0184733569076942,0.334517503705211,0.115624240617349,0.115624240617349,-0.00369421489415782,-0.0175898753257896,-0.0297232254837481,-0.0436138027990543,-0.0602568158900722
"19",5272,"2008",541536,1856,2008-07-16,"Suzanne Johnson","AMERICAN INTERNATIONAL GROUP INC (AIG)","Independent Director","2020-05-13","Supervisory Director",0,"AIG","US0268747849","It has been announced that Suzanne Johnson will join this Board",2008-07-16,"026874784",0,2008-07-16,2008-07-23,2008-07-21,2008-07-17,2008-07-09,2008-07-11,2008-07-15,0,"mercredi",0.133676943767802,0.124571103354191,0.075814214489645,0.139093816664225,0.0869609384722784,0,0,0,0,1,0,"Mrs","JD","14 Jun 1957","n.a.",51,"F","American","","Yes",10070,1,1957,"541536_5272",1487,"2008-12-31","FS","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,860418,52690,NA,155904,NA,11,"A",1.57,6331,0.334517503705211,0.0184733569076942,847585,0.0184733569076942,0.334517503705211,0.18119565141594,0.18119565141594,0.0869609384722784,0.139093816664225,0.075814214489645,0.124571103354191,0.133676943767802
"20",5272,"2008",33916,1856,2008-09-18,"Ed Liddy","AMERICAN INTERNATIONAL GROUP INC (AIG)","Chairman/CEO","2009-08-10","Executive Director",0,"AIG","US0268747849","It has been announced that Ed Liddy will join this Board",2008-09-18,"026874784",0,2008-09-18,2008-09-25,2008-09-23,2008-09-19,2008-09-11,2008-09-15,2008-09-17,0,"jeudi",-0.908960341965262,-0.117705164176027,0.220180528655369,0.566617414015416,0.220405331258991,0,1,0,1,0,1,"Mr","MBA","28-janv-46","n.a.",62,"M","American","","Yes",5409,0,1946,"33916_5272",1487,"2008-12-31","FS","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,860418,52690,NA,155904,NA,11,"A",1.57,6331,0.334517503705211,0.0184733569076942,847585,0.0184733569076942,0.334517503705211,0.18119565141594,0.18119565141594,0.214478785034882,0.301669365053141,0.220180528655369,-0.117705164176027,-0.382313424540885
"21",5272,"2008",32331,1856,2008-11-12,"Dennis Dammerman","AMERICAN INTERNATIONAL GROUP INC (AIG)","Independent Director","2010-02-28","Supervisory Director",0,"AIG","US0268747849","It has been announced that Dennis Dammerman will join this Board",2008-11-12,"026874784",0,2008-11-12,2008-11-19,2008-11-17,2008-11-13,2008-11-05,2008-11-07,2008-11-11,0,"mercredi",0.220531614056066,0.227182534383161,-0.0639265897048424,-0.116590226977797,0.0337958962098967,0,0,0,0,1,0,"Mr","","nov-45","23 Jul 2013",52,"M","American","","Yes",NA,0,1956,"32331_5272",1487,"2008-12-31","FS","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,860418,52690,NA,155904,NA,11,"A",1.57,6331,0.334517503705211,0.0184733569076942,847585,0.0184733569076942,0.334517503705211,0.18119565141594,0.18119565141594,0.0337958962098967,-0.116590226977797,-0.0639265897048424,0.227182534383161,0.220531614056066
"22",5272,"2008",10122,1856,2008-01-16,"Steven Bollenbach","AMERICAN INTERNATIONAL GROUP INC (AIG)","Independent Director","2008-06-15","Supervisory Director",0,"AIG","US0268747849","It has been announced that Steven Bollenbach will join this Board",2008-01-16,"026874784",0,2008-01-16,2008-01-23,2008-01-21,2008-01-17,2008-01-09,2008-01-11,2008-01-15,0,"mercredi",0.0465605248047272,-0.0104238597144112,-0.00946064554169309,-0.0168543886324753,0.00880165829160432,0,0,0,0,1,0,"Mr","","14 Jul 1942","08-oct-16",59,"M","American","","Yes",NA,0,1949,"10122_5272",1487,"2008-12-31","FS","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,860418,52690,NA,155904,NA,11,"A",1.57,6331,0.334517503705211,0.0184733569076942,847585,0.0184733569076942,0.334517503705211,0.18119565141594,0.18119565141594,0.00880165829160432,-0.0168543886324753,-0.00946064554169309,-0.0104238597144112,0.0465605248047272
"23",5272,"2009",182948,1856,2009-06-30,"Doug Steenland","AMERICAN INTERNATIONAL GROUP INC (AIG)","Independent Director","2015-07-01","Supervisory Director",0,"AIG","US0268747849","It has been announced that Doug Steenland will join this Board",2009-05-19,"026874784",0,2009-05-19,2009-05-26,2009-05-22,2009-05-20,2009-05-12,2009-05-14,2009-05-18,42,"mardi",-0.0783442647188927,0.0773735586577223,-0.0114434002294815,-0.00950172356338084,-0.00568560644830321,0,0,0,0,1,0,"Mr","JD","17-sept-51","n.a.",58,"M","American","","Yes",3667,0,1951,"182948_5272",1487,"2009-12-31","FS","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,847585,23040,NA,111766,NA,11,"A",29.98,6331,0.334517503705211,0.0184733569076942,847585,0.0184733569076942,0.334517503705211,0.131864060831657,0.131864060831657,-0.00568560644830321,-0.00950172356338084,-0.0114434002294815,0.0773735586577223,-0.0783442647188927
"24",5272,"2009",806342,1856,2009-06-30,"Chris Lynch","AMERICAN INTERNATIONAL GROUP INC (AIG)","Independent Director","2022-05-11","Supervisory Director",0,"AIG","US0268747849","It has been announced that Chris Lynch will join this Board",2009-05-19,"026874784",0,2009-05-19,2009-05-26,2009-05-22,2009-05-20,2009-05-12,2009-05-14,2009-05-18,42,"mardi",-0.0783442647188927,0.0773735586577223,-0.0114434002294815,-0.00950172356338084,-0.00568560644830321,0,0,0,0,1,0,"Mr","","1958","n.a.",51,"M","","","Yes",2877,0,1958,"806342_5272",1487,"2009-12-31","FS","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,847585,23040,NA,111766,NA,11,"A",29.98,6331,0.334517503705211,0.0184733569076942,847585,0.0184733569076942,0.334517503705211,0.131864060831657,0.131864060831657,-0.00568560644830321,-0.00950172356338084,-0.0114434002294815,0.0773735586577223,-0.0783442647188927
"25",5272,"2009",34700,1856,2009-06-30,"Laurette Koellner","AMERICAN INTERNATIONAL GROUP INC (AIG)","Independent Director","2012-06-21","Supervisory Director",0,"AIG","US0268747849","It has been announced that Laurette Koellner will join this Board",2009-05-19,"026874784",0,2009-05-19,2009-05-26,2009-05-22,2009-05-20,2009-05-12,2009-05-14,2009-05-18,42,"mardi",-0.0783442647188927,0.0773735586577223,-0.0114434002294815,-0.00950172356338084,-0.00568560644830321,0,0,0,0,1,0,"Ms","MBA CPCM","21-oct-54","n.a.",54,"F","American","","Yes",2131,1,1955,"34700_5272",1487,"2009-12-31","FS","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,847585,23040,NA,111766,NA,11,"A",29.98,6331,0.334517503705211,0.0184733569076942,847585,0.0184733569076942,0.334517503705211,0.131864060831657,0.131864060831657,-0.00568560644830321,-0.00950172356338084,-0.0114434002294815,0.0773735586577223,-0.0783442647188927
"26",5272,"2009",24987,1856,2009-06-30,"Arthur Martinez","AMERICAN INTERNATIONAL GROUP INC (AIG)","Independent Director","2015-05-13","Supervisory Director",0,"AIG","US0268747849","It has been announced that Arthur Martinez will join this Board",2009-05-19,"026874784",0,2009-05-19,2009-05-26,2009-05-22,2009-05-20,2009-05-12,2009-05-14,2009-05-18,42,"mardi",-0.0783442647188927,0.0773735586577223,-0.0114434002294815,-0.00950172356338084,-0.00568560644830321,0,0,0,0,1,0,"Mr","MBA JD","25-sept-39","n.a.",70,"M","American","","Yes",4662,0,1939,"24987_5272",1487,"2009-12-31","FS","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,847585,23040,NA,111766,NA,11,"A",29.98,6331,0.334517503705211,0.0184733569076942,847585,0.0184733569076942,0.334517503705211,0.131864060831657,0.131864060831657,-0.00568560644830321,-0.00950172356338084,-0.0114434002294815,0.0773735586577223,-0.0783442647188927
"27",5272,"2009",33668,1856,2009-06-30,"Harvey Golub","AMERICAN INTERNATIONAL GROUP INC (AIG)","Independent Director","2009-08-10","Supervisory Director",0,"AIG","US0268747849","It has been announced that Harvey Golub will join this Board",2009-05-19,"026874784",0,2009-05-19,2009-05-26,2009-05-22,2009-05-20,2009-05-12,2009-05-14,2009-05-18,42,"mardi",-0.0783442647188927,0.0773735586577223,-0.0114434002294815,-0.00950172356338084,-0.00568560644830321,0,0,0,0,1,0,"Mr","","1939","n.a.",70,"M","American","","Yes",3722,0,1939,"33668_5272",1487,"2009-12-31","FS","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,847585,23040,NA,111766,NA,11,"A",29.98,6331,0.334517503705211,0.0184733569076942,847585,0.0184733569076942,0.334517503705211,0.131864060831657,0.131864060831657,-0.00568560644830321,-0.00950172356338084,-0.0114434002294815,0.0773735586577223,-0.0783442647188927
"28",5272,"2009",27126,1856,2009-08-10,"Bob Benmosche","AMERICAN INTERNATIONAL GROUP INC (AIG)","President/CEO","2014-09-01","Executive Director",0,"AIG","US0268747849","It has been announced that Bob Benmosche will join this Board",2009-08-03,"026874784",0,2009-08-03,2009-08-10,2009-08-06,2009-08-04,2009-07-27,2009-07-29,2009-07-31,7,"lundi",0.964297579724664,0.644208504426484,-0.000609742599962708,-0.00186127272288222,0.00783530456826338,0,1,0,0,0,0,"Mr","","29 May 1944","27 Feb 2015",56,"M","American","","Yes",NA,0,1953,"27126_5272",1487,"2009-12-31","FS","C","D","STD","AIG","026874784","AMERICAN INTERNATIONAL GROUP","USD",12,847585,23040,NA,111766,NA,11,"A",29.98,6331,0.334517503705211,0.0184733569076942,847585,0.0184733569076942,0.334517503705211,0.131864060831657,0.131864060831657,0.00783530456826338,-0.00186127272288222,-0.000609742599962708,0.42223545190874,0.588365878097739
